Item Name;Aer;Alienis;Aqua;Arbor;Auram;Bestia;Caelum;Cognitio;Corpus;Desidia;Electrum;Exanimis;Fabrico;Fames;Gelum;Gula;Herba;Humanus;Ignis;Infernus;Instrumentum;Invidia;Ira;Iter;Limus;Lucrum;Lux;Luxuria;Machina;Magneto;Messis;Metallum;Meto;Mortuus;Motus;Nebrisum;Ordo;Pannus;Perditio;Perfodio;Permutatio;Potentia;Praecantatio;Radio;Sano;Sensus;Spiritus;Strontio;Superbia;Tabernus;Telum;Tempestas;Tempus;Tenebrae;Terminus;Terra;Tutamen;Vacuos;Venenum;Victus;Vinculum;Vitium;Vitreus;Volatus
Adamantium Ore (2460:319);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Pig Iron Ore (2460:307);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Electrum Ore (2460:303);;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Cryolite Ore (2460:6699);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Pyrochlore Ore (2460:6607);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Neutronium Ore (2460:129);;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;3;
Roasted Nickel Ore (2460:6549);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Roasted Iron Ore (2460:6548);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Ordo Infused Stone (2460:6545);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;1;;;;;;;;;;;;;1;;;;;;;;
Perditio Infused Stone (2460:6544);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;1;;;;;;;;;;;;;1;;;;;;;;
Aqua Infused Stone (2460:6543);;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;
Terra Infused Stone (2460:6542);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;3;;;;;;;;
Ignis Infused Stone (2460:6541);;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;
Aer Infused Stone (2460:6540);2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;
Lignite Coal Ore (2460:6538);;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;
Jade Ore (2460:6537);;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;3;
Coal Ore (2460:6535);;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;1;;;;;;;;
Tricalcium Phosphate Ore (2460:6534);1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;1;1;;;;;;;
Niter Ore (2460:6531);1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;
Apatite Ore (2460:6530);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Vinteum Ore (2460:6529);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;2;
Yellow Garnet Ore (2460:6528);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;3;
Red Garnet Ore (2460:6527);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;3;
Lapis Ore (2460:6526);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;
Sodalite Ore (2460:6525);;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;1;;;;;;;;;;;;;;;;1;;1;;;;;;;1;1
Lazurite Ore (2460:6524);;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;1;;;;;;;;;1;;1;1;;;;;;1;1
Quartzite Ore (2460:6523);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Nether Quartz Ore (2460:6522);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;
Plutonium 239 Ore (2460:100);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;
Monazite Ore (2460:6520);1;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;
Forcillium Ore (2460:6519);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;1;;;;;;;;
Forcicium Ore (2460:6518);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;1;;;;;;;;
Charged Certus Quartz Ore (2460:6517);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;
Certus Quartz Ore (2460:6516);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;
Dilithium Ore (2460:6515);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Amber Ore (2460:6514);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2;;1;
Blue Topaz Ore (2460:6513);;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;4;
Spinel Ore (2460:6512);;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;
Jasper Ore (2460:6511);;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;
Opal Ore (2460:6510);;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;3;
Amethyst Ore (2460:6509);;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;4;
Tanzanite Ore (2460:6508);;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;3;
Topaz Ore (2460:6507);;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;4;
Nether Star Ore (2460:6506);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Olivine Ore (2460:6505);;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;
Green Sapphire Ore (2460:6504);;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;3;
Sapphire Ore (2460:6503);;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;3;
Ruby Ore (2460:6502);;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;4;
Emerald Ore (2460:6501);;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;3;
Diamond Ore (2460:6500);;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;3;
Lutetium Ore (2460:78);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;
Ytterbium Ore (2460:77);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;
Thulium Ore (2460:76);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;
Erbium Ore (2460:75);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;
Holmium Ore (2460:74);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;
Dysprosium Ore (2460:73);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Terbium Ore (2460:72);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;
Gadolinium Ore (2460:71);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;
Europium Ore (2460:70);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;
Samarium Ore (2460:69);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;2;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;
Vulcanite Ore (2460:6489);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Rubracium Ore (2460:6488);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Praseodymium Ore (2460:66);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;
Cerium Ore (2460:65);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;
Alduorite Ore (2460:6485);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Barium Ore (2460:63);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;3;;;
Caesium Ore (2460:62);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;;1;;;;;;;;;;;;1;;;;;;;;
Tellurium Ore (2460:59);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;
Antimony Ore (2460:58);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Tin Ore (2460:57);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;
Indium Ore (2460:56);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;
Cadmium Ore (2460:55);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;1;;;;;;;;;;;;;;1;;;1;;;;;
Silver Ore (2460:54);;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;3;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Palladium Ore (2460:52);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Molybdenum Ore (2460:48);;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Niobium Ore (2460:47);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Yttrium Ore (2460:45);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;
Strontium Ore (2460:44);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;;;;;;1;;;;;;;;1;;;;;;;;
Rubidium Ore (2460:43);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;1;
Arsenic Ore (2460:39);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;3;;;;;
Gallium Ore (2460:37);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Zinc Ore (2460:36);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;;;1;;;;;;;;;;;1;;;;;;;;
Copper Ore (2460:35);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;
Nickel Ore (2460:34);;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Cobalt Ore (2460:33);;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Iron Ore (2460:32);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Manganese Ore (2460:31);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Chrome Ore (2460:30);;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Vanadium Ore (2460:29);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;;1;;;;;;;;;;;;1;;;;;;;;
Titanium Ore (2460:28);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
Scandium Ore (2460:27);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;;1;;;;;;;;;;;;1;;;;;;;;
Sulfur Ore (2460:22);;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Raw Silicon Ore (2460:20);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;
Aluminium Ore (2460:19);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;1
Magnesium Ore (2460:18);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;;;1;;;;;;;;;;;1;;;;;;;;
Beryllium Ore (2460:8);;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Lithium Ore (2460:6);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2;;;;;;;;;;;;;;1;;;;;;;1;
Netherite Ingot (7835:0);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anvil (145:0);;;;;;;;;;;;;2;;;;;;;;2;;;;;;;;;;;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pine Log (3557:32767);;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Garlic Crop (2382:0);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Queen Bee (6659:0);;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elytra (7832:0);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
Polynesia Charm (7557:0);;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;
Charm of Keeping I (6484:32767);;;;;;;;;;;;;;;;;;;;;;;;2;;4;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Charm of Keeping I (6484:0);;;;;;;;;;;;;;;;;;;;;4;;;;;1;;;;;;;;;;;4;;;;;;3;;;;;;;;;;;;;;3;;;;;;;
Tomato Crop (2405:0);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tile.TFNagastoneStairsWeatheredRight.32767.name (1938:32767);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;2;;;;;;;;
Beacon (3041:0);;6;;;2;;;;;;;;;;;;;;4;;;;;;;;6;;;;;;;;;;6;;;;2;;8;;;;;;;;;;;2;;4;;;;;;;;
Stinky Stinky item.etfuturum.lingering_potion.name (7830:32767);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;1;;;
Lingering Potion of Invisibility (7830:8238);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;3;;;;;;;;;;;;;;;1;;;
Lingering Potion of Water Breathing (7830:8237);3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;1;;;
Lingering Potion of Harming (7830:8236);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;2;;;;;;;;;;;;;;;;;;1;;;
Lingering Potion of Decay (7830:8235);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;1;;;3
Lingering Potion of Slowness (7830:8234);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;4;;;
Lingering Potion of Strength (7830:8233);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;6;;;;;;;;;;1;;;
Lingering Potion of Weakness (7830:8232);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;2;;;;;;;;;;;;;;;;;;1;;;
Lingering Potion of Night Vision (7830:8230);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;3;;;;;;;;;;;;;;;1;;;
Lingering Potion of Healing (7830:8229);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;3;;;;;;;;;;;;;;;;1;;;
Lingering Potion of Poison (7830:8228);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;6;;1;;;
Lingering Potion of Fire Resistance (7830:8227);;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;1;;;;1;;;
Lingering Potion of Swiftness (7830:8226);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;4;;;;;;;;;;;;;;;;;;1;;;
Lingering Potion of Regeneration (7830:8225);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;6;;;;;;;;;;;;;;;;1;;;
Lingering Potion of Strength (7830:8201);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;3;;;;;;;;;;1;;;
Lingering Potion of Poison (7830:8196);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;3;;1;;;
Lingering Potion of Swiftness (7830:8194);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;2;;;;;;;;;;;;;;;;;;1;;;
Lingering Potion of Regeneration (7830:8193);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;3;;;;;;;;;;;;;;;;1;;;
Lingering Potion of Invisibility (7830:8270);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;3;;;;;;;;;;;;;;;1;;;
Lingering Potion of Water Breathing (7830:8269);3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;1;;;
Lingering Potion of Harming (7830:8268);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;2;;;;;;;;;;;;;;;;;;1;;;
Lingering Potion of Decay (7830:8267);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;1;;;3
Lingering Potion of Slowness (7830:8266);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;4;;;
Lingering Potion of Weakness (7830:8264);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;3;;;;;;;;;;1;;;
Lingering Potion of Night Vision (7830:8262);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;3;;;;;;;;;;;;;;;1;;;
Lingering Potion of Healing (7830:8261);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;3;;;;;;;;;;;;;;;;1;;;
Lingering Potion of Poison (7830:8260);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;3;;1;;;
Lingering Potion of Fire Resistance (7830:8259);;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;1;;;;1;;;
Lingering Potion of Swiftness (7830:8258);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;2;;;;;;;;;;;;;;;;;;1;;;
Lingering Potion of Regeneration (7830:8257);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;3;;;;;;;;;;;;;;;;1;;;
Water Bottle (7830:0);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
Short Violet Moss (980:9);;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;
Moderate Violet Moss (980:8);;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;
Tall Violet Moss (980:7);;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;
Lilyfire (980:6);;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;
Infested Grass (980:5);;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
Infested Fern (980:4);;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
Infested Bush (980:3);;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
Thorny Bush (980:2);;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
Book of Knowledge (3137:0);;;;;;;;8;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;4;;;;;;6;;;;;;;;;;;;;;;;;;;;;
Blood Infused Iron Ingot (6375:0);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Milled Spessartine (10016:0);1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1
Iron Ore (735:5);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Ilmenite Ore (735:4);1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
Aluminum Ore (735:3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;1
Asteroid Rock (735:2);;3;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;3;;;;;;
Asteroid Rock (735:1);;2;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;2;;;;;;
Asteroid Rock (735:0);;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;
Fluorspar Lens (10730:91);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
BArTiMaEuSNeK Lens (10730:43);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Tiberium Lens (10730:89);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Magneto Resonatic Lens (10730:36);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Prasiolite Lens (10730:35);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Lanthanum Hexaboride Lens (10730:11358);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Hedenbergite Lens (10730:25);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Forsterite Lens (10730:24);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
